lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z,label
0.0,0.0,0.0,-0.02848905324935913,-0.09082573652267456,-0.006872290291312311,-0.019411206245422363,-0.1976960003376007,-0.032367240649136875,0.014174491167068481,-0.26943492889404297,-0.05442071334687171,0.03969821333885193,-0.3121703863143921,-0.07520934568015036,-0.04573598504066467,-0.18672174215316772,-0.09942094610300956,0.012041568756103516,-0.30531442165374756,-0.13828405366507468,0.05277976393699646,-0.3576667904853821,-0.1545348726328939,0.08573171496391296,-0.39323118329048157,-0.16263909266558585,-0.01218143105506897,-0.13084310293197632,-0.11384192482796607,0.06879350543022156,-0.26593783497810364,-0.15320956335631308,0.06288474798202515,-0.23495638370513916,-0.14126301930514273,0.04228627681732178,-0.19129467010498047,-0.12922896073428092,0.02846476435661316,-0.08134150505065918,-0.12484299765196738,0.10382688045501709,-0.20611891150474548,-0.1489852778729528,0.09209412336349487,-0.1771301031112671,-0.11901539192763266,0.06944701075553894,-0.14128053188323975,-0.09611586109963355,0.07168936729431152,-0.03820163011550903,-0.13645723090735373,0.1331864595413208,-0.14906224608421326,-0.14076763020125327,0.12005212903022766,-0.13893860578536987,-0.11509979889956412,0.09467685222625732,-0.10868024826049805,-0.09694024549094138,am7
0.0,0.0,0.0,-0.028907209634780884,-0.08960455656051636,-0.005809134225444268,-0.021435528993606567,-0.19421592354774475,-0.030828192251817654,0.011453121900558472,-0.2634996473789215,-0.05244569422592349,0.03730994462966919,-0.3048349618911743,-0.07287663536061473,-0.046474337577819824,-0.18439966440200806,-0.10006056295623011,0.0098341703414917,-0.3026784658432007,-0.13901693688620753,0.050223201513290405,-0.3548683524131775,-0.15523966716517634,0.0831519067287445,-0.39081405103206635,-0.16331316100348658,-0.013289809226989746,-0.12893491983413696,-0.11501505540599055,0.066704660654068,-0.263837605714798,-0.15317610965956874,0.060795336961746216,-0.23229050636291504,-0.14026984142054744,0.04056653380393982,-0.1893520951271057,-0.12804445193995662,0.027010351419448853,-0.08013671636581421,-0.12654609547843165,0.10196992754936218,-0.20430272817611694,-0.14978287683715052,0.0901826024055481,-0.1749413013458252,-0.11953632848252482,0.06754899024963379,-0.13953638076782227,-0.09689602570523448,0.07044169306755066,-0.03765231370925903,-0.13865114318122096,0.13191157579421997,-0.14820945262908936,-0.14249945746649928,0.1191571056842804,-0.13776683807373047,-0.1167646007417602,0.09378808736801147,-0.10740071535110474,-0.09882329719056315,am7
0.0,0.0,0.0,-0.029139727354049683,-0.08949464559555054,-0.005002668985696346,-0.020875662565231323,-0.1939055323600769,-0.029409340509744197,0.012020647525787354,-0.263638973236084,-0.050473089256854564,0.03679394721984863,-0.30524682998657227,-0.07040116090473703,-0.04622626304626465,-0.18400508165359497,-0.09841067988571695,0.0091630220413208,-0.30193689465522766,-0.136978982874723,0.04935312271118164,-0.35479748249053955,-0.15327286619839242,0.08251756429672241,-0.3912220746278763,-0.16139078039822152,-0.013416796922683716,-0.12843221426010132,-0.11350940812525323,0.06544852256774902,-0.2636902332305908,-0.15121939677891305,0.059240877628326416,-0.23363932967185974,-0.13834971089062265,0.03963357210159302,-0.1913619041442871,-0.1261342902868705,0.026647597551345825,-0.07961916923522949,-0.1251400550096946,0.10077354311943054,-0.2046709656715393,-0.14791183073219827,0.08882567286491394,-0.1770712435245514,-0.11766264487204126,0.06641650199890137,-0.1424841284751892,-0.09501187402901223,0.07003375887870789,-0.03754472732543945,-0.13732935387787393,0.13065004348754883,-0.14840400218963623,-0.14071755010780862,0.11786317825317383,-0.14015555381774902,-0.11488448728022149,0.09266099333763123,-0.11152422428131104,-0.09685107220110467,am7
0.0,0.0,0.0,-0.029552161693572998,-0.08854424953460693,-0.005508563758667151,-0.022597670555114746,-0.19332599639892578,-0.030344077197696606,0.009966105222702026,-0.263474702835083,-0.051812180129672925,0.03497594594955444,-0.30538123846054077,-0.07212299182810966,-0.04809248447418213,-0.18230614066123962,-0.09906622841754142,0.006805092096328735,-0.30053508281707764,-0.13803132697739784,0.047293394804000854,-0.35327035188674927,-0.15463044568696205,0.0808817446231842,-0.3892967998981476,-0.1629911743084449,-0.015603125095367432,-0.12646353244781494,-0.11416331752934639,0.0628092885017395,-0.2632518410682678,-0.15295439287820045,0.05721694231033325,-0.23317819833755493,-0.14063043221631233,0.038199156522750854,-0.19039079546928406,-0.1285392276922721,0.024426579475402832,-0.07775682210922241,-0.1258180968443412,0.09830468893051147,-0.20409554243087769,-0.1494534842649955,0.08679795265197754,-0.17715537548065186,-0.11944292560019676,0.06461888551712036,-0.14260825514793396,-0.09670582487979118,0.0680181086063385,-0.03621262311935425,-0.1380495659986991,0.12897121906280518,-0.14845028519630432,-0.14234366342225258,0.11669886112213135,-0.14162009954452515,-0.11699237003722374,0.09173345565795898,-0.1140710711479187,-0.09911246672072593,am7
0.0,0.0,0.0,-0.030677735805511475,-0.08961498737335205,-0.0067109046105429115,-0.02343672513961792,-0.19639188051223755,-0.03154756776729073,0.008750677108764648,-0.26962393522262573,-0.05278862543144669,0.034468382596969604,-0.3156996965408325,-0.07266902081408944,-0.04790389537811279,-0.17860949039459229,-0.09959930084386315,0.006683766841888428,-0.2967754006385803,-0.13907617233434166,0.047880619764328,-0.3494110703468323,-0.15631793342271294,0.08180612325668335,-0.38563746213912964,-0.16511176429429497,-0.015404433012008667,-0.12323927879333496,-0.11442299835124459,0.06112104654312134,-0.2595228850841522,-0.15374787054696526,0.0551149845123291,-0.23130732774734497,-0.141948386055617,0.036168843507766724,-0.18905511498451233,-0.13033622406163659,0.024252593517303467,-0.07514083385467529,-0.1260067810837313,0.09606733918190002,-0.20172828435897827,-0.15023428104558434,0.08438795804977417,-0.17580252885818481,-0.12062580786385979,0.06206217408180237,-0.14179226756095886,-0.09816740356126274,0.06777492165565491,-0.03437185287475586,-0.1383288940016314,0.12746068835258484,-0.14657649397850037,-0.14314640961327996,0.11462059617042542,-0.1401941180229187,-0.11808189652600731,0.0891927182674408,-0.11219513416290283,-0.10039082072415795,am7
0.0,0.0,0.0,-0.029468178749084473,-0.08982115983963013,-0.00680507853672907,-0.0214652419090271,-0.19244986772537231,-0.03178688179747269,0.010678589344024658,-0.26168200373649597,-0.052853636853853914,0.0347173810005188,-0.30398687720298767,-0.07257130783096954,-0.04528367519378662,-0.17679330706596375,-0.10072256665722534,0.009223997592926025,-0.29431021213531494,-0.14063607942358658,0.05107012391090393,-0.34682655334472656,-0.15854222368494675,0.08541989326477051,-0.3834746181964874,-0.16763525497214005,-0.013507932424545288,-0.12140119075775146,-0.11513219069735214,0.06325611472129822,-0.2543396055698395,-0.15274512063757584,0.05734667181968689,-0.22757360339164734,-0.14008270990149185,0.03915512561798096,-0.18779310584068298,-0.12849866639868424,0.025393694639205933,-0.07306796312332153,-0.12636021565691635,0.09841650724411011,-0.1970374584197998,-0.14902191650168106,0.0865856409072876,-0.17355641722679138,-0.11901850294367478,0.06446278095245361,-0.14102956652641296,-0.09678579162851975,0.06872394680976868,-0.03183698654174805,-0.13843721937433884,0.1285361349582672,-0.14218229055404663,-0.14273365628019974,0.11605724692344666,-0.13929620385169983,-0.11758319329516098,0.09089097380638123,-0.1138184666633606,-0.09988726716534302,am7
0.0,0.0,0.0,-0.028542369604110718,-0.08988350629806519,-0.0072696312031723664,-0.020035237073898315,-0.19213205575942993,-0.03286152898138539,0.011960327625274658,-0.2599893808364868,-0.054287886310277145,0.035575032234191895,-0.3007352948188782,-0.07439319981997983,-0.0446895956993103,-0.17668595910072327,-0.10176096304124371,0.010069549083709717,-0.2927514612674713,-0.14184635325139539,0.05088907480239868,-0.34545743465423584,-0.15998412116235272,0.0846744179725647,-0.3829764127731323,-0.16939515813058392,-0.013020455837249756,-0.12035530805587769,-0.11606881215041653,0.06556111574172974,-0.25357580184936523,-0.15530660196012036,0.058476537466049194,-0.2260148525238037,-0.14337393089002148,0.03928345441818237,-0.1850062608718872,-0.13163710578149335,0.025830894708633423,-0.07113373279571533,-0.12703483744328992,0.09971949458122253,-0.19483882188796997,-0.15042776807015912,0.08721071481704712,-0.17299571633338928,-0.12038137956326977,0.06470930576324463,-0.14121171832084656,-0.09768624796336667,0.06882482767105103,-0.028988003730773926,-0.13883529051011578,0.12972408533096313,-0.13982030749320984,-0.14360175474351422,0.11756941676139832,-0.13976523280143738,-0.11857831670707242,0.0926227867603302,-0.11713802814483643,-0.10078160657351987,am7
0.0,0.0,0.0,-0.028095006942749023,-0.09003329277038574,-0.008376959718901844,-0.019075006246566772,-0.19249752163887024,-0.034111737281222076,0.015199631452560425,-0.2598288357257843,-0.05569650140418503,0.04194217920303345,-0.2999238967895508,-0.0759132569731662,-0.043780386447906494,-0.17793524265289307,-0.1004842808546016,0.011042594909667969,-0.29328179359436035,-0.14053339418782684,0.05164274573326111,-0.34511393308639526,-0.15893766936673615,0.08524593710899353,-0.3819023370742798,-0.16851480957879517,-0.012447386980056763,-0.12143158912658691,-0.11437852588309738,0.06639915704727173,-0.254169762134552,-0.15457018372430298,0.059763431549072266,-0.22681519389152527,-0.14392390009774658,0.04052114486694336,-0.18574783205986023,-0.13257210609330627,0.02657341957092285,-0.07216495275497437,-0.12507427391423676,0.10098621249198914,-0.1955030858516693,-0.14941366669549438,0.08847677707672119,-0.17318999767303467,-0.12039684411897156,0.06537997722625732,-0.1413993537425995,-0.09783186671151611,0.0697888433933258,-0.029641330242156982,-0.13666101452722046,0.13046979904174805,-0.1400335729122162,-0.14179526922120544,0.11805641651153564,-0.1392875611782074,-0.1170359319151828,0.09267950057983398,-0.11596560478210449,-0.09913230595006439,am7
0.0,0.0,0.0,-0.0277959406375885,-0.08939987421035767,-0.006845824472179629,-0.01827913522720337,-0.19058457016944885,-0.031031619343480088,0.016224801540374756,-0.254274845123291,-0.05162931378515623,0.04374435544013977,-0.2887197434902191,-0.07093715440066717,-0.040534645318984985,-0.18135681748390198,-0.09551694761546514,0.013328373432159424,-0.2946935296058655,-0.1353867925289478,0.05327996611595154,-0.34629544615745544,-0.1543803639295902,0.08656945824623108,-0.3834508955478668,-0.16436137031348608,-0.009896427392959595,-0.1254110336303711,-0.11006771545442007,0.06960844993591309,-0.2576202154159546,-0.1503130323770847,0.062278926372528076,-0.22701436281204224,-0.14065433810981176,0.04204180836677551,-0.18482133746147156,-0.12960220645697973,0.028637081384658813,-0.07564747333526611,-0.12145692627461813,0.10304731130599976,-0.19757378101348877,-0.14602891873153112,0.09013032913208008,-0.1719084084033966,-0.11746775876315496,0.0675986111164093,-0.13877838850021362,-0.09474171470435522,0.07120609283447266,-0.03126400709152222,-0.13362397025855444,0.13178732991218567,-0.14193063974380493,-0.13795085023673437,0.11909827589988708,-0.1372452676296234,-0.11228777240546606,0.09431955218315125,-0.11092805862426758,-0.09364683698447607,am7
0.0,0.0,0.0,-0.02616932988166809,-0.08826303482055664,-0.005646307378071924,-0.017521053552627563,-0.18810585141181946,-0.030851729105222603,0.01627647876739502,-0.25098955631256104,-0.052446348483670135,0.042273521423339844,-0.285589337348938,-0.07299934130440988,-0.03926292061805725,-0.18341797590255737,-0.09786513250600137,0.016004055738449097,-0.2985322177410126,-0.13762041729222574,0.05604523420333862,-0.349994421005249,-0.15634637873898782,0.08927088975906372,-0.3856663703918457,-0.16629603307973184,-0.007823079824447632,-0.12688994407653809,-0.11206307810078897,0.07001268863677979,-0.2591851055622101,-0.15089040797482767,0.06405463814735413,-0.22870242595672607,-0.13987530570756235,0.04534912109375,-0.18787279725074768,-0.1286020855260972,0.031016170978546143,-0.07661557197570801,-0.12268709939252176,0.10397502779960632,-0.1989240050315857,-0.14537787240277567,0.0919797420501709,-0.17382246255874634,-0.11463380407820978,0.07020315527915955,-0.14040231704711914,-0.0912158618522767,0.0725354254245758,-0.032454609870910645,-0.13396017056237497,0.1338443160057068,-0.14226529002189636,-0.13785704773198404,0.1225329041481018,-0.14047515392303467,-0.11185173493157663,0.09881576895713806,-0.11825239658355713,-0.09317113261948862,am7
