lm_0_x,lm_0_y,lm_0_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z,dist_8_12,dist_8_16,dist_8_20,dist_12_16,dist_12_20,dist_16_20,label
0.0,0.0,0.0,-0.032733380794525146,-0.22289523482322693,-0.052504241841234034,-0.011447668075561523,-0.34447917342185974,-0.06334212087313063,-0.015490353107452393,-0.32524484395980835,-0.04950248860041029,-0.018006861209869385,-0.28204768896102905,-0.035420496391452616,0.014504313468933105,-0.21416503190994263,-0.05752172358552343,0.028628945350646973,-0.36801230907440186,-0.08038418404976255,0.028799593448638916,-0.4564952403306961,-0.08179536871830351,0.03182476758956909,-0.5156457722187042,-0.08186744563499815,0.057037532329559326,-0.18988627195358276,-0.05747005008379347,0.08174663782119751,-0.3086186945438385,-0.0755605813137663,0.07276284694671631,-0.3053847551345825,-0.062170897053874796,0.05450558662414551,-0.2755872905254364,-0.04813575409571058,-0.16360666497760704,-0.1692850063223053,-0.19974362251323532,-0.1796482975524387,0.05237516968050593,0.03854605930876226,-0.06540232940057972,0.06874377436380852,-0.16217055103653935,-0.14959274207352619,0.14317153070645106,0.13299054079578554,0.24332812172968676,0.07390175652386775,0.4759080859407271,0.24347550431010068,0.7163215100630623,0.499821781075839,d_minor
0.0,0.0,0.0,-0.03201401233673096,-0.2228783667087555,-0.05246802259350147,-0.01050180196762085,-0.34452176094055176,-0.06411212895179119,-0.014245212078094482,-0.32695505023002625,-0.05090181741977062,-0.016412556171417236,-0.28410598635673523,-0.03715992931390133,0.015312135219573975,-0.2145877182483673,-0.05743139822149601,0.029629230499267578,-0.36764460802078247,-0.08107885185742703,0.029570281505584717,-0.45551303029060364,-0.08307906452679958,0.032919466495513916,-0.5129232406616211,-0.08348371300959911,0.057714998722076416,-0.19072318077087402,-0.05751345146560993,0.08251351118087769,-0.3104059100151062,-0.07634522233271923,0.07318001985549927,-0.3053881525993347,-0.06318876359725323,0.05556607246398926,-0.2734050154685974,-0.04916434947514858,-0.08863446375789469,-0.07012804518801499,-0.07273090900232795,-0.02006134218786132,-0.08779285720196098,-0.10903249482393705,-0.05850735348372668,-0.10844022706053869,-0.14633720910872305,0.06028090915971407,0.14990867175704442,0.04687815295246098,0.23861449508343624,0.07375323627875792,0.44867918422089337,0.24302194895712026,0.6760835811956698,0.4340977651983402,d_minor
0.0,0.0,0.0,-0.032107532024383545,-0.22267258167266846,-0.052150097756680225,-0.011148512363433838,-0.34475964307785034,-0.0641852180352771,-0.014143109321594238,-0.3269050121307373,-0.05167863619237778,-0.015555322170257568,-0.2845325171947479,-0.03848595273404953,0.01549530029296875,-0.21457365155220032,-0.056749940930899356,0.029461026191711426,-0.36767375469207764,-0.08029104125409958,0.029631197452545166,-0.4560139775276184,-0.0827028686991298,0.0329209566116333,-0.5146189630031586,-0.08354624462037918,0.057823777198791504,-0.19073247909545898,-0.05670471963196633,0.08236706256866455,-0.3106832504272461,-0.0757639790764415,0.07298243045806885,-0.3064575791358948,-0.06309667330890534,0.05501675605773926,-0.27570345997810364,-0.04945526000767586,0.01922769063883764,-0.1449268436417011,0.14633487947901025,-0.0903640614839718,-0.19434773511859493,-0.17168914087170584,-0.08647218985438765,0.19435535982319746,0.005427215600486479,-0.1167575165909458,0.15409539918117104,-0.1779900850155355,0.2394162735784005,0.07196315848277168,0.4712724648262969,0.24234487238384297,0.6917385217843776,0.4803692968106933,d_minor
0.0,0.0,0.0,-0.03241211175918579,-0.22280284762382507,-0.052067962871745976,-0.011219918727874756,-0.3458330035209656,-0.06306617839808837,-0.014494776725769043,-0.3282286524772644,-0.049400949315980824,-0.016547799110412598,-0.2861751616001129,-0.0354292890297927,0.015099525451660156,-0.214563250541687,-0.05719246103043929,0.029063940048217773,-0.3683416247367859,-0.08062961085315123,0.02945488691329956,-0.4567343443632126,-0.08249960227485076,0.032549500465393066,-0.516004204750061,-0.08281586452002898,0.05762368440628052,-0.1908026933670044,-0.05715162812347785,0.081673264503479,-0.3093823194503784,-0.07499600334639922,0.07291460037231445,-0.3061506450176239,-0.06111869348760024,0.055009424686431885,-0.27670973539352417,-0.0467958798872985,0.031426863104067115,-0.09022851889792904,-0.16164043904781417,-0.08327809262950324,-0.11370219514050249,-0.15605121318032197,0.16131051692949944,-0.1096209628263293,0.11186165045072105,0.1978144855245435,0.1993753352789926,0.14593397515168682,0.239744491985841,0.07307003461410154,0.5608949167963865,0.24303030789097788,0.7690298373461314,0.5330995000387642,d_minor
0.0,0.0,0.0,-0.03185474872589111,-0.22293925285339355,-0.05287079162860664,-0.010219991207122803,-0.3460165858268738,-0.06357754789257797,-0.013375699520111084,-0.3276728391647339,-0.04946370072627815,-0.015719592571258545,-0.2855863869190216,-0.03529460750485214,0.015529513359069824,-0.21491342782974243,-0.058309588804490886,0.029874980449676514,-0.3688353896141052,-0.0812643545117453,0.030666232109069824,-0.4569503515958786,-0.08277313433552536,0.0337638258934021,-0.5161446928977966,-0.08303008250857147,0.057862818241119385,-0.19112670421600342,-0.058477439209468685,0.0819597840309143,-0.30899208784103394,-0.07597295217181,0.07355380058288574,-0.3049253225326538,-0.06215132795239242,0.05555009841918945,-0.27506446838378906,-0.04814681433106216,0.015087379999744938,-0.061918962485277396,0.03273767220596918,-0.08360352551963582,0.15656076168429978,-0.1518878776284016,-0.10933736157124573,0.07199849559294819,-0.12127679975254702,0.19995828799481874,0.061860817737823426,-0.03590416641351418,0.24059180520662352,0.07317963407833968,0.40894605970884934,0.24456319985033767,0.6032676201538762,0.3667727580841772,d_minor
0.0,0.0,0.0,-0.0323714017868042,-0.2233993113040924,-0.05094140769702449,-0.009584426879882812,-0.3456764221191406,-0.06334710495335116,-0.012289285659790039,-0.32682231068611145,-0.05131465570789828,-0.014464735984802246,-0.2834627330303192,-0.038190905021252775,0.015009164810180664,-0.21508559584617615,-0.05595897512299075,0.030840277671813965,-0.36888742446899414,-0.07919027285439029,0.03131306171417236,-0.45683227479457855,-0.08149276302916064,0.034379422664642334,-0.5151575803756714,-0.08223588393789782,0.05764949321746826,-0.19132059812545776,-0.0564071722493793,0.08229589462280273,-0.3111962080001831,-0.07479888574940219,0.07313966751098633,-0.3050566017627716,-0.0616646781728889,0.05559587478637695,-0.2727797031402588,-0.04775638507467761,0.08770553736551456,-0.0340001256098276,0.07177561741796301,-0.16016732814114662,0.06533312833827287,0.16167809530380056,-0.1697360734770626,-0.014022289768216123,-0.1846984267848069,0.11155571625219424,0.09011069991539983,-0.15655781357525766,0.24084894495996004,0.0715130387965374,0.41164182152145196,0.24573564872772816,0.6146784693182635,0.38296044094729237,d_minor
0.0,0.0,0.0,-0.03235578536987305,-0.22269544005393982,-0.05194865120523673,-0.00964444875717163,-0.34373897314071655,-0.0641671488987754,-0.011707723140716553,-0.3254395127296448,-0.05144522665017348,-0.01339799165725708,-0.2817448079586029,-0.0378125454294036,0.015057027339935303,-0.21521830558776855,-0.05690487055056792,0.031111717224121094,-0.36788398027420044,-0.08025266183489066,0.03154069185256958,-0.45611725747585297,-0.08252017898433905,0.03462493419647217,-0.5132530331611633,-0.0832132468926261,0.05771028995513916,-0.19207853078842163,-0.05712109385007125,0.08243745565414429,-0.3103860020637512,-0.07535589439743262,0.07319033145904541,-0.30512768030166626,-0.06258089048736792,0.055581510066986084,-0.2724524438381195,-0.04896916029923659,-0.012446492376016277,0.0485142140804308,-0.0415719850540647,0.14331704958403607,0.15382443154717318,-0.13695870081716968,-0.0776182150766756,0.07885023315915174,0.17795173757408456,-0.17590392196810503,-0.03804180578209024,-0.17956678172579812,0.24075606625243084,0.07049106145055763,0.3254129594284984,0.24412447512930238,0.5286133876283664,0.35438621756578376,d_minor
0.0,0.0,0.0,-0.03279399871826172,-0.22227612137794495,-0.05203367644733703,-0.01045370101928711,-0.3440147638320923,-0.06509121754950797,-0.01139765977859497,-0.32691115140914917,-0.05349396044201171,-0.012477278709411621,-0.2849305272102356,-0.0406390676814965,0.014362692832946777,-0.21403175592422485,-0.0570589775759629,0.02933192253112793,-0.3671443462371826,-0.08052535602635658,0.03060460090637207,-0.4558952748775482,-0.08318747082537925,0.03360116481781006,-0.5143446326255798,-0.08411025503463065,0.05695474147796631,-0.1904761791229248,-0.05752316364831245,0.0813555121421814,-0.30892089009284973,-0.0761774952132157,0.07346093654632568,-0.3061671257019043,-0.06426768997496879,0.05578792095184326,-0.2766462564468384,-0.05123745525068557,-0.14133333216394967,-0.10059265337463402,0.17525979729259245,-0.1391198433663522,0.05049523545872564,-0.10434599278327879,-0.18739290795835606,-0.12461574171906267,-0.015999057640012998,-0.14510015852481348,-0.11188655591272588,-0.02256197684871547,0.23799957741833352,0.0695779594838697,0.21876888596397912,0.2409842134900062,0.44462889809757655,0.2613887190708349,d_minor
0.0,0.0,0.0,-0.03322654962539673,-0.22024640440940857,-0.05337326994572322,-0.01101619005203247,-0.3428593575954437,-0.06497674828801792,-0.011929512023925781,-0.32728785276412964,-0.051575634837490725,-0.012820422649383545,-0.28593283891677856,-0.037693336814982104,0.014173269271850586,-0.2122076451778412,-0.059378542214972185,0.02883070707321167,-0.36711329221725464,-0.08367641663585346,0.030156970024108887,-0.45666302740573883,-0.08599895632301013,0.033476948738098145,-0.5143815279006958,-0.08638870364461582,0.057181477546691895,-0.18897706270217896,-0.05985514467988651,0.08206003904342651,-0.3069080114364624,-0.07776409035955112,0.07502096891403198,-0.3038891851902008,-0.06384397691522281,0.05786412954330444,-0.27359461784362793,-0.049390357196671175,0.19563550171569105,-0.16241309198866014,0.06080678711356391,-0.06801129162541017,0.11723392157898554,-0.11715485955662892,-0.008736571233318668,-0.08948445483979528,-0.11610063419442757,0.12335138111731692,-0.10893448662306189,0.13478448952741984,0.23812494377224228,0.07270046701184539,0.28216976704737023,0.24483044802952605,0.47051280349655605,0.2555815194769263,d_minor
0.0,0.0,0.0,-0.033255547285079956,-0.2205844521522522,-0.05397803306735227,-0.01110076904296875,-0.34319013357162476,-0.0657109875992603,-0.013477742671966553,-0.327511727809906,-0.05273294791734884,-0.013913869857788086,-0.28476855158805847,-0.03919382363713453,0.014270782470703125,-0.2123558223247528,-0.05950415849841306,0.029428720474243164,-0.3676365613937378,-0.08380178705013464,0.030129194259643555,-0.45703159272670746,-0.08594014838493536,0.03480648994445801,-0.5143283307552338,-0.08630080863989065,0.057591378688812256,-0.18936091661453247,-0.05959940299547384,0.08354181051254272,-0.3102169632911682,-0.07748180970705221,0.0732806921005249,-0.306363582611084,-0.06266164377487371,0.05505472421646118,-0.2742796838283539,-0.04759323194778631,-0.06548345686880319,0.11844854347245382,-0.033213513399345806,-0.10159271130298456,0.004483234008347742,-0.12120175517072661,0.1371086232676746,0.02781537320145744,-0.10990691710869505,0.16987728303180127,-0.004296030033947018,-0.10534741137066087,0.23935420135563215,0.07026544937185122,0.34178987755260287,0.24399102519546678,0.5279581801619109,0.2990166192202199,d_minor
